Sl. No,Polling Station No,emaN Thozhilalarkal Katchi,Party Indiar Naam NTK,srotcelE Makkal Amma S AMMK,OT Needhi Kazagam Makkal MNM,EHT MNM,EVITALSIGEL rudnehcuriT... IND,R IND,IND,.... P.S.J IND,IND,IND,S IND,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
153,116,565,52,39,1,1,15,4,0,1,0,0,1,1,0,1,681,0,0,681,0
154,117,617,16,11,0,0,2,0,0,0,0,0,0,0,0,0,646,0,0,646,0
155,118,597,14,18,0,0,4,0,0,0,0,0,2,0,0,0,635,0,0,635,0
156,119,378,13,19,0,1,13,3,1,0,0,0,0,0,0,0,428,0,1,429,0
157,120,486,6,13,0,0,6,5,0,0,0,1,0,0,0,0,517,0,0,517,0
158,121,598,4,10,0,1,9,1,0,0,0,1,5,0,1,0,630,0,2,632,0
159,122,394,8,9,0,0,3,0,0,0,0,0,0,1,0,0,415,0,1,416,0
160,123,630,8,9,0,0,5,0,0,0,0,0,1,0,0,0,653,0,0,653,0
161,124,493,45,19,0,1,20,1,0,0,0,0,0,0,0,0,579,0,4,583,0
162,125,276,3,18,0,0,5,0,0,0,0,0,1,0,0,0,303,0,2,305,0
163,125(A),420,5,7,0,0,3,0,0,0,0,0,0,0,0,0,435,0,0,435,0
164,126,430,11,46,3,2,16,3,1,0,0,0,0,0,0,0,512,0,4,516,0
165,127,322,9,23,0,0,14,1,0,0,0,0,1,0,0,0,370,0,0,370,0
166,127(A),415,17,15,0,0,3,2,0,0,0,0,1,0,0,0,453,0,1,454,0
167,128,529,10,30,0,1,17,0,1,0,0,0,0,0,0,0,588,0,4,592,0
168,129,474,11,8,0,0,7,1,0,0,0,0,1,0,0,0,502,0,2,504,0
169,130,512,31,14,0,0,8,1,0,1,0,1,2,0,0,0,570,0,2,572,0
170,131,536,11,34,0,0,16,2,0,1,0,0,0,0,0,0,600,0,4,604,0
171,132,153,245,36,1,0,4,2,0,0,0,1,0,1,0,1,444,0,2,446,0
172,132(A),165,261,33,1,1,1,1,0,0,1,0,1,0,1,0,466,0,4,470,0
173,133,568,26,37,0,0,17,1,0,0,0,0,1,0,0,0,650,0,4,654,0
174,134,529,54,53,0,2,17,3,1,0,0,0,1,1,0,0,661,0,2,663,0
175,135,280,8,21,0,0,10,0,0,0,0,0,0,0,0,0,319,0,3,322,0
176,135(A),375,5,22,0,0,5,1,0,0,0,0,0,0,1,0,409,0,0,409,0
177,136,201,149,53,0,0,7,10,0,0,0,0,0,0,0,0,420,0,0,420,0
178,136(A),250,150,22,0,2,7,8,0,1,0,0,0,0,1,1,442,0,1,443,0
179,137,202,178,32,1,1,3,6,0,0,0,0,0,8,0,0,431,0,4,435,0
180,137(A),219,213,25,0,0,8,5,1,0,0,1,1,1,0,2,476,0,1,477,0
181,138,128,275,20,1,0,4,0,0,0,0,0,0,0,0,1,429,0,0,429,0
182,138(A),133,294,22,0,0,5,2,0,0,0,4,1,0,0,2,463,0,0,463,0
183,139,448,95,63,1,2,39,9,2,0,0,1,0,0,0,0,660,0,1,661,0
184,140,218,104,37,0,0,12,14,0,0,0,0,0,4,1,0,390,0,2,392,0
185,140(A),259,116,32,1,0,16,16,0,1,0,0,0,0,1,0,442,0,2,444,0
186,141,397,68,67,0,1,9,9,0,0,0,0,0,0,0,1,552,0,1,553,0
187,142,281,181,37,0,0,10,11,0,0,0,1,0,0,1,0,522,0,7,529,0
188,143,303,143,86,0,1,4,9,0,0,0,0,0,7,1,0,554,0,1,555,0
189,144,441,183,157,0,1,14,3,0,0,1,1,0,1,0,0,802,0,4,806,0
190,145,281,281,65,2,0,8,7,0,0,1,0,0,0,0,0,645,0,3,648,0
191,146,247,241,39,0,2,9,8,0,1,0,0,2,1,0,1,551,0,4,555,0
