Sl. No,Polling Station No,Samaj Party Bahujan NAVLES . IAGIHTRAK S,SILABARASAN. M Thamizhagam Puthiya,SIVASAKTHIV EL.P Needhi Maiam Makkal,JUSTIN. A SIMON Tamilar Katchi Naam,THILAGABAM M A. Makkal Katchi Pattali,P RAGUPATHY. Katchi Makkal Puratchi Anaithu,JAYASEKARAN R . Party Inda My,A.S ANBU. Independent,M KARTHI. Independent,D SANKAR. Independent,SAVADAMUTH A U. Independent,SILAMBARASA P N. Independent,THILAGAVATH S Y. Independent,BALAMURUGA A N. Independent,R PALRAJ. Independent,MURUGANANT C HAM. Independent,VEERAMALAI. S Independent,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
180,132M,1,282,0,5,17,29,101,2,0,0,0,0,1,0,1,0,0,0,0,0,439,0,4,443,0
181,132A(W),0,309,2,7,13,14,61,10,0,0,1,1,0,0,1,0,0,1,0,0,420,0,3,423,0
182,133,2,463,3,4,16,69,83,5,1,0,4,1,3,11,0,0,0,2,1,0,668,0,0,668,0
183,134,1,398,2,1,7,37,62,2,0,0,0,1,5,19,0,1,0,4,0,0,540,0,6,546,0
184,135,7,517,0,5,9,43,116,2,0,0,4,1,3,23,2,2,1,5,1,0,741,0,9,750,0
185,136,0,305,5,3,4,78,102,2,0,0,1,2,0,1,1,0,0,1,0,0,505,0,2,507,1
186,137M,0,284,0,2,10,80,107,6,0,0,1,0,1,0,0,0,1,1,0,0,493,0,0,493,0
187,137A(W),4,350,2,1,1,46,82,4,0,1,5,3,0,0,0,2,0,3,1,0,505,0,2,507,0
188,138,15,547,2,1,3,98,142,3,0,1,1,0,1,1,1,2,0,3,0,2,823,0,1,824,0
189,139,7,319,2,5,0,56,63,0,0,0,3,0,1,0,0,1,2,3,1,0,463,0,2,465,0
190,140,3,406,2,6,4,45,143,6,0,0,2,1,5,3,2,0,0,5,1,1,635,0,1,636,0
191,141,3,432,2,9,6,35,100,2,0,0,1,1,8,2,4,0,0,9,2,3,619,0,3,622,0
192,142,4,480,4,11,9,45,84,3,1,0,0,0,11,0,3,3,4,2,2,0,666,0,8,674,0
193,143,45,562,3,3,3,67,59,2,0,0,3,2,4,4,3,1,0,13,0,1,775,0,5,780,0
194,144,1,555,2,5,4,20,98,4,1,0,1,1,6,9,1,0,0,6,1,1,716,0,2,718,0
195,145,4,482,2,8,10,58,169,6,2,1,1,0,2,0,2,0,0,3,0,1,751,0,7,758,0
196,146M,0,282,0,1,6,28,84,1,0,0,0,0,1,0,0,1,1,3,0,0,408,0,4,412,0
197,146A (W),1,332,0,1,10,16,79,1,0,0,2,1,3,1,1,2,1,2,0,0,453,0,4,457,0
198,148,1,447,6,4,51,27,39,3,0,0,2,0,0,0,1,1,0,0,0,0,582,0,0,582,1
199,149,2,520,1,8,3,43,138,2,2,1,1,2,2,0,1,0,1,2,0,0,729,0,2,731,0
200,150,3,482,1,9,7,39,114,1,2,1,3,2,2,1,2,2,1,0,0,2,674,0,1,675,0
201,151,0,378,2,1,10,42,67,3,0,1,2,2,1,1,0,0,0,10,1,1,522,0,1,523,0
202,152,2,318,0,8,8,39,183,3,0,0,1,1,0,0,0,2,1,6,0,0,572,0,2,574,0
203,153,2,307,2,11,4,37,150,5,1,0,1,4,0,0,1,1,0,2,0,0,528,0,3,531,0
204,154,1,402,0,3,1,26,53,0,0,0,0,0,3,0,3,0,0,1,0,0,493,0,0,493,0
205,155,3,474,1,4,9,47,130,6,0,0,1,3,2,1,0,1,0,8,0,1,691,0,1,692,0
206,156,1,419,2,2,2,25,86,1,0,0,2,2,2,0,0,2,0,8,0,1,555,0,1,556,0
207,157,0,511,5,6,6,21,87,1,0,1,1,2,5,0,0,0,1,7,0,1,655,0,6,661,0
208,158,0,443,0,19,4,45,87,3,0,0,0,1,1,0,0,2,0,2,0,1,608,0,3,611,0
209,159,0,395,0,7,6,30,60,0,0,0,7,0,1,0,1,0,0,3,0,1,511,0,2,513,0
210,160,1,370,1,11,4,28,91,2,0,0,0,0,2,0,3,0,1,1,0,0,515,0,5,520,0
211,161,1,434,3,6,9,31,80,2,0,0,2,0,1,0,1,0,1,5,0,0,576,0,7,583,0
212,162M,1,336,3,7,18,45,78,2,0,0,0,0,0,0,1,1,0,0,0,0,492,0,3,495,0
213,162A(W),0,386,4,10,20,34,58,2,0,0,2,2,5,2,1,1,1,6,0,0,534,0,2,536,0
214,163M,2,331,3,7,2,27,36,1,0,1,16,1,1,0,0,0,0,4,0,3,435,0,1,436,0
215,164,6,428,3,3,2,31,70,2,0,0,76,1,5,1,1,0,3,9,1,1,643,0,2,645,0
216,165,0,342,0,7,3,23,26,0,0,0,0,1,0,0,1,0,0,1,0,0,404,0,5,409,0
217,166,1,484,4,17,12,67,71,0,0,0,1,0,0,3,3,2,0,6,0,1,672,0,3,675,0
218,167,2,341,2,2,1,22,71,4,0,0,2,2,2,0,0,0,0,3,0,0,454,0,4,458,0
219,168,2,489,3,10,7,48,138,2,1,1,1,1,6,1,3,0,0,9,1,3,726,0,7,733,0
220,169,4,530,9,8,6,29,65,5,1,0,1,4,4,1,4,1,0,1,0,0,673,0,7,680,0
221,170M,0,259,0,9,8,28,84,2,1,0,3,1,0,14,1,2,0,0,0,0,412,0,8,420,0
222,170A(W),0,361,1,8,4,8,80,4,0,0,0,1,0,12,1,1,1,4,0,0,486,0,4,490,0
