Sl. No,Polling Station No,R.THIRUMENeedhi Makkal )( MNM,S.PURACHIBALAN r )( AIADMK,S.MUNIARAJU Makkal Kazagam Amma )( AMMK,SUBBIAH ALAGU C. )( IND,M.KARTHICK )( IND,emaN srotcelE R.SUNDARAM )( IND,LARENEG eht K.SELVAKUMAR )( IND,S M.SELVAKUMAR )( IND,ALNT S.SELVAKUMAR )( IND,TRAP M.SELVAKUMAR )( IND,I mayamurihT,K.SELVAKUMAR )( IND,M.SELVAKUMAR )( IND,DURAIRAJAN M. )( IND,PALANIYAPPAN R. )( IND,S.MANIKANDAN )( IND,AL.MATHIALAGAN )( IND,@ MUTHUADAIKKAN ADAIKKALAM )( IND,r )(,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
146,123,201,213,3,5,32,0,0,1,0,0,0,0,0,0,1,72,3,0,0,1,1,0,533,0,4,537,0
147,124,261,400,1,9,63,4,0,2,0,0,0,0,0,0,1,5,3,4,0,0,0,1,754,0,3,757,0
148,125,188,255,2,0,27,5,0,1,0,0,0,1,1,1,2,8,0,0,1,0,0,0,492,0,0,492,0
149,126,222,274,1,1,48,10,1,1,0,0,0,0,1,0,1,69,1,1,1,0,1,0,633,0,2,635,0
150,127,166,225,1,3,15,1,0,4,0,0,0,0,1,0,0,73,2,1,0,0,0,0,492,0,0,492,0
151,128,82,424,2,1,15,0,0,4,0,0,0,0,0,0,4,1,2,5,0,0,0,1,541,0,2,543,0
152,129,164,346,4,2,23,1,0,2,1,0,0,0,1,0,3,50,5,6,0,0,0,5,613,0,2,615,0
153,130,82,322,1,3,17,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,436,0,1,437,0
154,131,92,435,2,1,16,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,554,0,3,557,0
155,132,107,267,0,0,9,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,388,0,0,388,0
156,133,142,356,4,0,25,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,532,0,2,534,0
157,134,362,252,4,3,68,13,1,0,0,0,1,0,1,1,2,135,1,0,0,0,1,0,845,0,1,846,0
158,135,273,213,0,3,49,18,0,10,0,0,0,0,0,0,2,68,2,1,0,0,0,0,639,0,1,640,0
159,136M,206,120,1,1,33,25,0,10,0,0,0,0,1,0,0,2,0,0,0,0,0,0,399,0,1,400,0
160,136A(W),276,144,0,2,48,29,0,7,0,0,1,0,0,1,2,8,4,2,0,0,0,1,525,0,3,528,0
161,137,307,210,1,2,30,2,0,9,0,2,0,0,1,1,0,67,1,3,0,0,0,0,636,0,1,637,0
162,138,324,200,3,0,31,9,0,23,1,1,0,0,1,0,2,80,6,2,0,0,0,1,684,0,3,687,0
163,139,296,241,2,1,41,2,1,15,0,0,0,0,0,0,4,45,1,0,3,0,0,0,652,0,2,654,0
164,140,288,355,1,2,78,5,0,1,0,0,0,0,0,0,0,29,1,1,0,0,0,1,762,0,2,764,0
165,141,317,297,5,4,42,3,1,1,0,0,3,0,0,1,4,64,1,1,0,0,0,0,744,0,4,748,0
166,142,287,281,0,2,81,4,0,7,0,1,0,0,1,1,1,13,3,2,0,0,1,0,685,0,1,686,0
167,143,283,371,5,4,65,8,2,6,0,0,2,0,1,0,4,13,4,4,0,0,1,0,773,0,1,774,0
168,144,124,278,1,0,18,3,0,2,1,0,0,0,0,0,0,74,2,1,0,0,0,0,504,0,0,504,0
169,145,298,426,4,1,29,14,0,13,1,0,0,0,1,0,1,45,1,0,1,0,0,0,835,0,3,838,0
170,146,112,568,1,1,18,1,0,15,3,0,0,0,0,0,0,57,0,2,0,0,1,0,779,0,1,780,0
171,147M,179,190,1,5,28,1,1,3,2,0,1,0,0,0,1,33,0,1,1,0,0,0,447,0,0,447,0
172,147A(W),215,218,1,1,33,2,0,0,0,0,1,0,0,0,1,29,2,6,0,0,0,0,509,0,1,510,0
173,148M,203,116,1,4,43,2,0,4,1,0,0,0,0,0,0,13,0,1,0,0,0,0,388,0,1,389,0
174,148A(W),219,191,2,0,36,2,0,2,0,0,0,0,2,2,4,8,0,1,0,1,0,2,472,0,2,474,0
175,149,216,196,0,1,30,7,0,1,4,0,1,0,0,0,1,2,2,2,0,0,0,0,463,0,1,464,0
176,150,83,352,2,0,11,2,0,6,0,1,0,0,0,0,1,11,1,2,0,0,0,0,472,0,0,472,0
177,150A,70,274,1,3,23,1,0,4,0,0,0,0,0,1,3,2,0,3,0,0,0,0,385,0,0,385,0
178,151,239,212,1,0,49,3,0,8,0,0,0,0,1,0,1,31,1,1,0,0,0,0,547,0,0,547,0
179,151A,84,196,0,0,16,0,0,16,0,0,0,0,0,0,1,4,0,0,0,0,0,0,317,0,2,319,0
180,152M,149,167,2,2,38,2,1,4,1,1,3,1,3,1,1,20,3,1,1,1,1,1,404,0,3,407,0
181,152A(W),156,280,3,0,29,1,0,1,0,0,0,0,0,0,0,7,1,4,0,0,1,0,483,0,2,485,0
182,153M,156,155,1,0,24,5,1,2,3,2,0,0,0,0,0,104,0,1,0,0,0,0,454,0,2,456,0
183,153A(W),161,183,5,3,22,2,0,1,1,0,0,1,1,0,1,101,1,1,1,2,0,1,488,0,1,489,0
184,154,336,239,2,1,43,4,2,2,1,0,1,1,0,1,3,2,8,2,0,1,0,2,651,0,1,652,0
185,155,184,187,2,0,22,2,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,1,407,0,0,407,0
186,156,146,234,2,0,33,1,1,3,0,0,0,1,1,2,0,6,0,0,0,1,0,0,431,0,2,433,0
187,157,207,164,4,0,29,18,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,428,0,0,428,0
188,158,147,250,1,0,38,3,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,452,0,0,452,0
189,159,281,273,3,0,53,1,0,6,0,1,0,0,0,0,1,2,0,0,0,0,0,0,621,0,1,622,0
190,160,277,330,4,1,41,5,1,2,8,0,1,0,0,1,1,7,2,1,0,1,0,0,683,0,1,684,0
191,161,205,230,0,0,55,7,0,24,6,0,0,0,2,0,1,53,0,0,1,0,0,0,584,0,2,586,0
192,162,140,235,2,0,54,3,0,5,0,0,1,0,0,0,0,22,1,4,0,0,0,0,467,0,2,469,0
193,163,331,268,2,0,66,5,0,13,0,0,1,0,0,0,1,10,2,3,0,0,0,0,702,0,5,707,0
194,164,304,260,2,2,27,15,1,2,9,0,0,0,0,0,0,26,2,0,1,0,0,0,651,0,3,654,0
